Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736434388144,09/01/2025 14:53:08,1736434388144,0,09/01/2025 14:53:08,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736434391957,09/01/2025 14:53:11,1736434391957,0,09/01/2025 14:53:11,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736434392095,09/01/2025 14:53:12,1736434392095,0,09/01/2025 14:53:12,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-32cedf40-3608-4789-95e9-e85456977615,,
4,1736434392137,09/01/2025 14:53:12,1736434392137,0,09/01/2025 14:53:12,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-9532ba9d-38aa-4942-8901-b54db15982b3,,
5,1736434392243,09/01/2025 14:53:12,1736434392243,0,09/01/2025 14:53:12,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736434394594,09/01/2025 14:53:14,1736434394594,0,09/01/2025 14:53:14,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna,

My name is Penny, and I'm your AI financial companion from Lloyds Bank.  We noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.

It's great that you've saved so diligently!  Many people find it hard to save, so well done.  We understand that investing can feel a bit daunting, but there are straightforward ways to make your money work harder for you.  I can introduce you to some Lloyds products like ISAs, different investment options, and savings accounts that might be suitable, depending on your goals.  Would you like to hear a little more about them?
",,,
7,1736434423372,09/01/2025 14:53:43,1736434423372,0,09/01/2025 14:53:43,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, I'd love to hear more about ISAs.",,,,
8,1736434425058,09/01/2025 14:53:45,1736434425058,0,09/01/2025 14:53:45,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"ISAs are tax-efficient savings accounts where the interest you earn isn't taxed.  There are different types, like Cash ISAs (for easy access to your money) and Stocks and Shares ISAs (for investing in the stock market, which can be riskier but potentially offer higher returns).  Understanding your risk tolerance is important before choosing an ISA.  Do you have a preference between these two types of ISAs, or would you like to explore other savings options first?
",,,
9,1736434457589,09/01/2025 14:54:17,1736434457589,0,09/01/2025 14:54:17,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I'd like to explore other savings options first.,,,,
10,1736434462060,09/01/2025 14:54:22,1736434462060,0,09/01/2025 14:54:22,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"We've discussed ISAs, and you'd like to explore other savings options.  Lloyds Bank offers a range of savings accounts, including instant access accounts, which allow you to withdraw your money at any time, and fixed-rate savings accounts, where your interest rate is fixed for a specific period.  Do you have a preference between these two types of accounts, or would you like to explore other options?
",,,
11,1736434488838,09/01/2025 14:54:48,1736434488838,0,09/01/2025 14:54:48,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I'd like to explore other options.,,,,
12,1736434493813,09/01/2025 14:54:53,1736434493813,0,09/01/2025 14:54:53,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"We've discussed ISAs and instant access and fixed-rate savings accounts.  Lloyds Bank also offers Cash ISAs, which are tax-efficient savings accounts where the interest you earn isn't taxed.  Would you like to learn more about Cash ISAs?
",,,
13,1736434520126,09/01/2025 14:55:20,1736434520126,0,09/01/2025 14:55:20,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"No, I'd like to hear about investment options.",,,,
14,1736434527114,09/01/2025 14:55:27,1736434527114,0,09/01/2025 14:55:27,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Lloyds Bank offers a variety of investment options, catering to different needs and risk tolerances.  We have options like ""Pick Your Own,"" where you choose individual shares and funds; ""Ready-Made"" options managed by professionals; and ""Investment Advice,"" offering personalized guidance.  There's also ""Invest Wise,"" specifically for 18-25 year olds, and options like Share Dealing ISAs and Accounts for more experienced investors.  We also offer ""Ready-Made Pensions"" and ""Regular Investing"" plans.  Are you interested in learning more about any of these specific options?
",,,
15,1736434551343,09/01/2025 14:55:51,1736434551343,0,09/01/2025 14:55:51,0,0,,,42367079,,12366272,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Tell me more about ""Ready-Made"" options.",,,,
