Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736427827482,09/01/2025 13:03:47,1736427827482,0,09/01/2025 13:03:47,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736427831296,09/01/2025 13:03:51,1736427831296,0,09/01/2025 13:03:51,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736427831384,09/01/2025 13:03:51,1736427831384,0,09/01/2025 13:03:51,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-4ffd8622-6930-47cf-9123-508a6ae4c730,,
4,1736427831433,09/01/2025 13:03:51,1736427831433,0,09/01/2025 13:03:51,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-ec35c11f-a0b7-45a9-8cbe-42056a98278a,,
5,1736427831535,09/01/2025 13:03:51,1736427831535,0,09/01/2025 13:03:51,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736427834504,09/01/2025 13:03:54,1736427834504,0,09/01/2025 13:03:54,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna,

My name is Penny, and I'm your AI financial companion from Lloyds Bank.  We've noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.

Many people find that keeping large sums in cash isn't always the best way to achieve their financial goals.  We offer a range of products like ISAs, different investment options, and savings accounts that could potentially help your money work harder for you.  Would you like me to tell you a little more about these?
",,,
7,1736427862745,09/01/2025 13:04:22,1736427862745,0,09/01/2025 13:04:22,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, tell me about ISAs.",,,,
8,1736427864720,09/01/2025 13:04:24,1736427864720,0,09/01/2025 13:04:24,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"ISAs are tax-efficient savings accounts designed to help your money grow without paying income tax on the returns.  There are different types, such as Cash ISAs, which offer a safe place to save, and Stocks and Shares ISAs, which invest your money in the stock market, potentially offering higher returns but with more risk.  Would you like to know more about the difference between Cash and Stocks and Shares ISAs?
",,,
9,1736427897053,09/01/2025 13:04:57,1736427897053,0,09/01/2025 13:04:57,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,Tell me about Stocks and Shares ISAs.,,,,
10,1736427905945,09/01/2025 13:05:05,1736427905945,0,09/01/2025 13:05:05,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Stocks and Shares ISAs are a tax-efficient way to invest your money for the future.  They are suitable for the longer term, as the value of investments can fall and rise. You can invest up to £20,000 a year free from Capital Gains or UK Income Tax. You may want to build your own portfolio using a share dealing ISA, choosing from a wide offering of investments. Alternatively, if you are new to investing you can choose to invest hassle-free in our three ready-made funds with our investment ISA. If you don't feel confident managing your own investments, we also offer ready-made investment options.  Would you like me to share a link to learn more about Stocks and Shares ISAs on the Lloyds Bank website?
",,,
11,1736427928366,09/01/2025 13:05:28,1736427928366,0,09/01/2025 13:05:28,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Yes, please share the link.",,,,
12,1736427936547,09/01/2025 13:05:36,1736427936547,0,09/01/2025 13:05:36,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Here is the link you requested:,,,
13,1736427959708,09/01/2025 13:05:59,1736427959708,0,09/01/2025 13:05:59,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I would like to do a digi-advice journey.,,,,
14,1736427960646,09/01/2025 13:06:00,1736427960646,0,09/01/2025 13:06:00,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Your easy access cash savings which I can see in your LBG accounts of £50000 is larger than the value I have picked up over the course of our conversation. Is £50000 all of your total easy access cash savings including savings in accounts outside of Lloyds Banking Group? Please reply with either yes or no.,,,
15,1736427991023,09/01/2025 13:06:31,1736427991023,0,09/01/2025 13:06:31,0,0,,,42363869,,12365694,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,No.,,,,
