Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736426122012,09/01/2025 12:35:22,1736426122012,0,09/01/2025 12:35:22,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736426125818,09/01/2025 12:35:25,1736426125818,0,09/01/2025 12:35:25,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736426125938,09/01/2025 12:35:25,1736426125938,0,09/01/2025 12:35:25,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-d8b7d80c-286d-4ac5-aa09-855ffc362e70,,
4,1736426125973,09/01/2025 12:35:25,1736426125973,0,09/01/2025 12:35:25,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-00af092c-ae85-492c-b80a-d072919a8024,,
5,1736426126070,09/01/2025 12:35:26,1736426126070,0,09/01/2025 12:35:26,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736426128853,09/01/2025 12:35:28,1736426128853,0,09/01/2025 12:35:28,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.  It's great that you've saved so diligently!  We can look at things like ISAs, different investment options, and savings accounts to see what might be a good fit for you. Would you like to explore some of these possibilities together?
",,,
7,1736426157202,09/01/2025 12:35:57,1736426157202,0,09/01/2025 12:35:57,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, let's explore ISAs and investment options.",,,,
8,1736426159029,09/01/2025 12:35:59,1736426159029,0,09/01/2025 12:35:59,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Okay, let's explore ISAs and investment options.  ISAs, or Individual Savings Accounts, offer tax-free savings or investments.  There are different types, such as Cash ISAs (for savings) and Stocks and Shares ISAs (for investments). Investment options with Lloyds Bank can include things like funds, which pool money from many investors to buy a range of assets.  These can be higher risk than savings accounts, but potentially offer greater returns.  Do you have a preference between saving or investing, or would you like to know more about the differences between Cash ISAs and Stocks and Shares ISAs?
",,,
9,1736426191605,09/01/2025 12:36:31,1736426191605,0,09/01/2025 12:36:31,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I'd like to know more about the differences.,,,,
10,1736426197596,09/01/2025 12:36:37,1736426197596,0,09/01/2025 12:36:37,0,0,,,42363171,,12365544,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,968x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"The main difference between a Cash ISA and a Stocks and Shares ISA is that you can replace funds within a cash ISA, as long as you replace it in the tax year that it was withdrawn. You cannot do this with a stocks and shares ISA, any money added to your stocks and shares ISA will reduce your remaining ISA allowance even if the same amount of funds were withdrawn previously in the tax year.  Cash ISAs offer a safe place to save your money, with your returns generally being lower than Stocks and Shares ISAs. Stocks and Shares ISAs, on the other hand, invest your money in the stock market, which has the potential for higher returns but also carries more risk.

Would you like me to share a link to learn more about ISAs on the Lloyds Bank website?
",,,
