Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736435376455,09/01/2025 15:09:36,1736435376455,0,09/01/2025 15:09:36,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736435380198,09/01/2025 15:09:40,1736435380198,0,09/01/2025 15:09:40,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736435380307,09/01/2025 15:09:40,1736435380307,0,09/01/2025 15:09:40,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-9532ba9d-38aa-4942-8901-b54db15982b3,,
4,1736435380381,09/01/2025 15:09:40,1736435380381,0,09/01/2025 15:09:40,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-edf2c68b-f849-47b3-bdba-441b78544f66,,
5,1736435380483,09/01/2025 15:09:40,1736435380483,0,09/01/2025 15:09:40,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736435383583,09/01/2025 15:09:43,1736435383583,0,09/01/2025 15:09:43,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We noticed you have a significant amount of cash in your account, and I wanted to reach out to see if you'd be open to exploring some options to help your money grow.  It's great you've saved so diligently!  We can look at things like ISAs, different investment options, and savings accounts – whatever might be a good fit for you. Would you like to explore some of these possibilities together?
",,,
7,1736435411658,09/01/2025 15:10:11,1736435411658,0,09/01/2025 15:10:11,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, let's explore some options. What do you recommend?",,,,
8,1736435413696,09/01/2025 15:10:13,1736435413696,0,09/01/2025 15:10:13,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's great you're keen to explore options!  Given you have £22,000 in your instant access savings account, we could look at ways to potentially make that work harder for you.  We could discuss different savings accounts, perhaps those offering slightly higher interest rates, or explore the possibility of an ISA.  ISAs offer tax advantages on your savings interest.  Would you like to learn more about savings accounts or ISAs first?
",,,
9,1736435445877,09/01/2025 15:10:45,1736435445877,0,09/01/2025 15:10:45,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,Let's start with ISAs. What are the options?,,,,
10,1736435452143,09/01/2025 15:10:52,1736435452143,0,09/01/2025 15:10:52,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"There are four main types of ISAs: Cash ISAs, which offer tax-free interest on savings; Stocks and shares ISAs, allowing tax-free investment in stocks and shares; Lifetime ISAs, used for a first home or retirement; and Innovative finance ISAs, a form of peer-to-peer lending.  Which type of ISA sounds most interesting to you right now?
",,,
11,1736435477189,09/01/2025 15:11:17,1736435477189,0,09/01/2025 15:11:17,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,Cash ISAs sound good. What are the interest rates?,,,,
12,1736435483627,09/01/2025 15:11:23,1736435483627,0,09/01/2025 15:11:23,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Lloyds Bank offers several Cash ISAs with varying interest rates and terms.  The interest rates depend on the specific Cash ISA and the amount you save. For example, there are fixed-rate options offering higher returns for a set period, and variable-rate options where the interest rate can change.  We also have options like the Club Lloyds Advantage ISA Saver. Would you like me to share a link to learn more about Cash ISAs on the Lloyds Bank website?
",,,
13,1736435508438,09/01/2025 15:11:48,1736435508438,0,09/01/2025 15:11:48,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Yes, please share the link.",,,,
14,1736435515536,09/01/2025 15:11:55,1736435515536,0,09/01/2025 15:11:55,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Here is the link you requested:,,,
15,1736435539848,09/01/2025 15:12:19,1736435539848,0,09/01/2025 15:12:19,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I would like to do a digi-advice journey.,,,,
16,1736435541460,09/01/2025 15:12:21,1736435541460,0,09/01/2025 15:12:21,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Your easy access cash savings which I can see in your LBG accounts of £50000 is larger than the value I have picked up over the course of our conversation. Is £50000 all of your total easy access cash savings including savings in accounts outside of Lloyds Banking Group? Please reply with either yes or no.,,,
17,1736435571125,09/01/2025 15:12:51,1736435571125,0,09/01/2025 15:12:51,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,No.,,,,
18,1736435571741,09/01/2025 15:12:51,1736435571741,0,09/01/2025 15:12:51,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Can you please tell me your current total instant access cash savings? This includes the money you have in current accounts, instant access savings accounts and instant access saving ISAs. Please enter only one number",,,
19,1736435602507,09/01/2025 15:13:22,1736435602507,0,09/01/2025 15:13:22,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"£22,000.",,,,
20,1736435603090,09/01/2025 15:13:23,1736435603090,0,09/01/2025 15:13:23,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Can you please tell me your current total cash in fixed rate savings accounts? This includes the money you have in fixed rate savings accounts and fixed rate saving ISAs. Please enter only one number,,,
21,1736435633815,09/01/2025 15:13:53,1736435633815,0,09/01/2025 15:13:53,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,£0.,,,,
22,1736435634415,09/01/2025 15:13:54,1736435634415,0,09/01/2025 15:13:54,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Can you please tell me your current total overdraft debt? This includes both debt you have with Lloyds Banking Group and other current account providers. Please enter only one number,,,
23,1736435665066,09/01/2025 15:14:25,1736435665066,0,09/01/2025 15:14:25,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,£0.,,,,
24,1736435665594,09/01/2025 15:14:25,1736435665594,0,09/01/2025 15:14:25,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Can you please tell me your total current credit card debt? This includes both debt you have with Lloyds Banking Group and other credit card providers. Please enter only one number,,,
25,1736435696410,09/01/2025 15:14:56,1736435696410,0,09/01/2025 15:14:56,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,£0.,,,,
26,1736435697038,09/01/2025 15:14:57,1736435697038,0,09/01/2025 15:14:57,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Can you please tell me your current total loans debt? This includes both debt you have with Lloyds Banking Group and other loan providers. Please enter only one number,,,
27,1736435727660,09/01/2025 15:15:27,1736435727660,0,09/01/2025 15:15:27,0,0,,,42367429,,12366355,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1008x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"£6,700.",,,,
