Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736175774025,06/01/2025 15:02:54,1736175774025,0,06/01/2025 15:02:54,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736175777516,06/01/2025 15:02:57,1736175777516,0,06/01/2025 15:02:57,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736175777635,06/01/2025 15:02:57,1736175777635,0,06/01/2025 15:02:57,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-51473c3a-5539-4897-ba14-c6be66c64b25,,
4,1736175777685,06/01/2025 15:02:57,1736175777685,0,06/01/2025 15:02:57,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-e1146fd7-1726-4d38-ae5f-61d0d4af8e1a,,
5,1736175777779,06/01/2025 15:02:57,1736175777779,0,06/01/2025 15:02:57,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736175780352,06/01/2025 15:03:00,1736175780352,0,06/01/2025 15:03:00,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna,

My name is Penny, and I'm your AI financial companion from Lloyds Bank.  We noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.

It's great that you've saved so diligently!  Many people find it hard to save, so well done.  To help your money work for you, we could look at things like ISAs, different savings accounts, and even investment options available through Lloyds.  Would you like to hear a little more about these?
",,,
7,1736175808805,06/01/2025 15:03:28,1736175808805,0,06/01/2025 15:03:28,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, I'd love to hear more about the options available. We're always looking for ways to make our money work harder for us. What do you suggest?",,,,
8,1736175810686,06/01/2025 15:03:30,1736175810686,0,06/01/2025 15:03:30,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"We could explore several options to help your money grow.  ISAs, for example, offer tax advantages on your savings.  There are different types of ISAs, such as Cash ISAs and Stocks and Shares ISAs, each with varying levels of risk and potential returns.  We also have various savings accounts with different interest rates and access options.  Finally, there are investment options, but these carry more risk.

Would you like to learn more about ISAs, savings accounts, or investments?
",,,
9,1736175843027,06/01/2025 15:04:03,1736175843027,0,06/01/2025 15:04:03,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,Let's start with ISAs. I'm curious about the different types and how they might fit our goals. Could you tell me more about Cash ISAs and Stocks and Shares ISAs?,,,,
10,1736175848290,06/01/2025 15:04:08,1736175848290,0,06/01/2025 15:04:08,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Let's explore Cash ISAs and Stocks and Shares ISAs.  Cash ISAs are savings accounts where your interest is tax-free. Stocks and Shares ISAs let you invest in things like company shares and funds, also tax-free.  The key difference is the level of risk; Cash ISAs are very low risk, while Stocks and Shares ISAs carry more risk but potentially higher returns. You can have both types at the same time.  The annual allowance is £20,000.

Would you like me to share a link to learn more about ISAs on the Lloyds Bank website?
",,,
11,1736175874245,06/01/2025 15:04:34,1736175874245,0,06/01/2025 15:04:34,0,0,,,42294706,,12347238,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Yes, please share the link. It would be helpful to read more about the details and options available. Thanks!",,,,
