Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736170024709,06/01/2025 13:27:04,1736170024709,0,06/01/2025 13:27:04,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736170028076,06/01/2025 13:27:08,1736170028076,0,06/01/2025 13:27:08,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736170028229,06/01/2025 13:27:08,1736170028229,0,06/01/2025 13:27:08,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-bb89b721-defb-45f5-910c-3f07341a3d4b,,
4,1736170028272,06/01/2025 13:27:08,1736170028272,0,06/01/2025 13:27:08,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-405e3a15-4aee-48a5-aae2-69556674e190,,
5,1736170028367,06/01/2025 13:27:08,1736170028367,0,06/01/2025 13:27:08,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736170030667,06/01/2025 13:27:10,1736170030667,0,06/01/2025 13:27:10,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We've noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.  It's great that you've saved so diligently!  

Many people find that having a mix of savings and investments can be a good way to manage their money.  I can tell you a little more about some products we offer, like ISAs, different investment options, and savings accounts, to see if any might be a good fit for your circumstances.  Would you like to hear more?
",,,
7,1736170059337,06/01/2025 13:27:39,1736170059337,0,06/01/2025 13:27:39,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, I'd love to hear more about the different investment options and savings accounts you offer. What do you recommend for someone in my situation?",,,,
8,1736170061149,06/01/2025 13:27:41,1736170061149,0,06/01/2025 13:27:41,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's great you're interested in learning more about investment and savings options!  Let's start with savings accounts.  These accounts offer easy access to your money, which is useful for emergencies or short-term goals.  Interest rates vary depending on the type of account and the amount you save.  We have different types of savings accounts, such as instant access accounts and fixed-term accounts.  Instant access accounts let you withdraw money whenever you need it, while fixed-term accounts offer potentially higher interest rates but restrict access to your money for a specific period.

Would you like to know more about the differences between instant access and fixed-term savings accounts?
",,,
9,1736170091523,06/01/2025 13:28:11,1736170091523,0,06/01/2025 13:28:11,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Yes, I'd like to know more about the differences between instant access and fixed-term savings accounts. How do the interest rates compare, and what are the typical terms for fixed-term accounts?",,,,
10,1736170096372,06/01/2025 13:28:16,1736170096372,0,06/01/2025 13:28:16,0,0,,,42292538,,12346649,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Fixed-term savings accounts offer potentially higher interest rates than instant access accounts. However, fixed-term accounts restrict access to your money for a specific period, typically ranging from 1 to 3 years. Instant access accounts allow you to withdraw money whenever you need it.  The specific interest rates and terms will vary depending on the account and the amount you save.

Would you like me to share a link to learn more about fixed-rate savings accounts on the Lloyds Bank website?
",,,
