Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736163851827,06/01/2025 11:44:11,1736163851827,0,06/01/2025 11:44:11,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736163855168,06/01/2025 11:44:15,1736163855168,0,06/01/2025 11:44:15,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736163855247,06/01/2025 11:44:15,1736163855247,0,06/01/2025 11:44:15,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-af9656f4-74a7-4cdb-8da3-766db4f2505a,,
4,1736163855262,06/01/2025 11:44:15,1736163855262,0,06/01/2025 11:44:15,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-00133085-e729-4cee-8d62-5a82e453f57f,,
5,1736163855357,06/01/2025 11:44:15,1736163855357,0,06/01/2025 11:44:15,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736163860839,06/01/2025 11:44:20,1736163860839,0,06/01/2025 11:44:20,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We've noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.  It's great that you've saved so diligently!  

Many people find that having a mix of savings and investments can be a good way to manage their money.  I can tell you a little more about products like ISAs and other investment options offered by Lloyds, if you'd like.  These could help your savings work a bit harder for you.  There's no pressure at all, of course.
",,,
7,1736163886489,06/01/2025 11:44:46,1736163886489,0,06/01/2025 11:44:46,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, I'd love to hear more about the investment options you have. We're always looking for ways to make our money work harder for us. Could you tell me more about the different ISAs and other products Lloyds offers? Thanks!",,,,
8,1736163889157,06/01/2025 11:44:49,1736163889157,0,06/01/2025 11:44:49,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's great you're keen to explore investment options!  Lloyds Bank offers several Individual Savings Accounts (ISAs), which are popular ways to save and invest.  There are different types, each with its own features.  For example, a Cash ISA lets you earn interest on your savings, while a Stocks and Shares ISA invests your money in a wider range of assets, potentially offering higher returns but also carrying more risk.  We also offer other investment products like investment accounts.  These can be more flexible than ISAs, but the returns aren't tax-free.

Before we go into more detail, could you tell me a little more about your investment goals? What are you hoping to achieve with your investments?
",,,
9,1736163918704,06/01/2025 11:45:18,1736163918704,0,06/01/2025 11:45:18,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"We're looking to grow our savings for the long term, ideally with a mix of stability and growth potential. We're open to taking on some risk for higher returns, but we also want to ensure we have a solid safety net. What options would you recommend for balancing these goals?",,,,
10,1736163920933,06/01/2025 11:45:20,1736163920933,0,06/01/2025 11:45:20,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's a great goal!  A mix of stability and growth is common.  To help you balance those needs, let's consider the different risk levels associated with various investment options.  A Cash ISA offers security, as your money is readily accessible and protected, but the returns might be lower than other options.  A Stocks and Shares ISA, on the other hand, has the potential for higher returns but involves more risk as the value of your investments can fluctuate.  Investment accounts offer flexibility but don't provide the tax advantages of ISAs.

To help me understand your needs better, could you tell me what your time horizon is for these investments?  Are you looking at a timeframe of 5 years, 10 years, or longer?
",,,
11,1736163947926,06/01/2025 11:45:47,1736163947926,0,06/01/2025 11:45:47,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,We're looking at a timeframe of around 10 years. We want to ensure we have a good balance between growth and security over that period. What would you suggest for this kind of investment horizon?,,,,
12,1736163954560,06/01/2025 11:45:54,1736163954560,0,06/01/2025 11:45:54,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's a great timeframe!  For a 10-year investment horizon, a mix of investments might be suitable.  A Stocks and Shares ISA could offer growth potential, but remember, investment values can fluctuate.  A Cash ISA provides more security and easy access to your money. Investment accounts offer flexibility but lack the tax benefits of ISAs.  All investments carry some risk.  To help you decide, speaking with a financial advisor is recommended. They can create a personalized plan.

Would you like me to share a link to learn more about ISAs on the Lloyds Bank website?
",,,
13,1736163977146,06/01/2025 11:46:17,1736163977146,0,06/01/2025 11:46:17,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Yes, please share the link. We'd love to explore more about the ISAs and see what might work best for us. Thanks!",,,,
14,1736163984324,06/01/2025 11:46:24,1736163984324,0,06/01/2025 11:46:24,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Here is the link you requested:,,,
15,1736164006479,06/01/2025 11:46:46,1736164006479,0,06/01/2025 11:46:46,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I would like to do a digi-advice journey.,,,,
16,1736164008159,06/01/2025 11:46:48,1736164008159,0,06/01/2025 11:46:48,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Your easy access cash savings which I can see in your LBG accounts of £50000 is larger than the value I have picked up over the course of our conversation. Is £50000 all of your total easy access cash savings including savings in accounts outside of Lloyds Banking Group? Please reply with either yes or no.,,,
17,1736164035677,06/01/2025 11:47:15,1736164035677,0,06/01/2025 11:47:15,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,No.,,,,
18,1736164036345,06/01/2025 11:47:16,1736164036345,0,06/01/2025 11:47:16,0,0,,,42290214,,12346219,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Can you please tell me your current total instant access cash savings? This includes the money you have in current accounts, instant access savings accounts and instant access saving ISAs. Please enter only one number",,,
