Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736179721000,06/01/2025 16:08:41,1736179721000,0,06/01/2025 16:08:41,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736179724486,06/01/2025 16:08:44,1736179724486,0,06/01/2025 16:08:44,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736179724607,06/01/2025 16:08:44,1736179724607,0,06/01/2025 16:08:44,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-4db94445-d499-4a81-a568-2d2850064257,,
4,1736179724689,06/01/2025 16:08:44,1736179724689,0,06/01/2025 16:08:44,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-d6a17b0e-7260-4f27-b417-dfc6883df456,,
5,1736179724796,06/01/2025 16:08:44,1736179724796,0,06/01/2025 16:08:44,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,8,,,,
6,1736179727103,06/01/2025 16:08:47,1736179727103,0,06/01/2025 16:08:47,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Anna, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.  It's great that you've saved so diligently!  We can look at things like ISAs, different investment options, and savings accounts to see what might be a good fit for you. Would you like to explore these possibilities together?
",,,
7,1736179755798,06/01/2025 16:09:15,1736179755798,0,06/01/2025 16:09:15,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, I'd love to explore some options to help our money grow. What do you recommend we start with?",,,,
8,1736179757400,06/01/2025 16:09:17,1736179757400,0,06/01/2025 16:09:17,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Let's explore some options to help your money grow.  Since you have a significant amount in your instant access savings account (£22,000), we could look at different savings accounts to potentially earn more interest.  We could also discuss ISAs, which offer tax advantages on your savings.  Which of these sounds most interesting to you right now:  different savings accounts or ISAs?
",,,
9,1736179789988,06/01/2025 16:09:49,1736179789988,0,06/01/2025 16:09:49,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,Let's start with ISAs. I'm interested in the tax advantages they offer. What options do you have available?,,,,
10,1736179797052,06/01/2025 16:09:57,1736179797052,0,06/01/2025 16:09:57,0,0,,,42296082,,12347590,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Anna,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Let's look at the different types of ISAs Lloyds Bank offers.  We have Cash ISAs, which are good for easy access to your savings, and Stocks and Shares ISAs, which can offer the potential for higher returns but also carry more risk.  We don't offer Lifetime or Innovative Finance ISAs.  You can only have one of each type of ISA per tax year, but you can split your savings between them if you wish.  Would you like me to share a link to learn more about ISAs on the Lloyds Bank website?
",,,
