Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736244979825,07/01/2025 10:16:19,1736244979825,0,07/01/2025 10:16:19,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736244983600,07/01/2025 10:16:23,1736244983600,0,07/01/2025 10:16:23,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736244983672,07/01/2025 10:16:23,1736244983672,0,07/01/2025 10:16:23,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-797e51df-b02b-4387-88dc-eb7871510b36,,
4,1736244983701,07/01/2025 10:16:23,1736244983701,0,07/01/2025 10:16:23,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-57f40ddd-5c7d-4c7a-aa22-1d5920f6c979,,
5,1736244983815,07/01/2025 10:16:23,1736244983815,0,07/01/2025 10:16:23,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,7,,,,
6,1736244986839,07/01/2025 10:16:26,1736244986839,0,07/01/2025 10:16:26,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Sammy, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.  It's great you've saved so diligently!  We can look at things like ISAs, different investment options, and savings accounts to see what might be a good fit for you. Would you like to explore these possibilities together?
",,,
7,1736245014927,07/01/2025 10:16:54,1736245014927,0,07/01/2025 10:16:54,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"That sounds like a great idea, Penny! I'm definitely interested in exploring options to grow my savings. What do you recommend we start with?",,,,
8,1736245016768,07/01/2025 10:16:56,1736245016768,0,07/01/2025 10:16:56,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's fantastic, Sammy!  Let's start with your existing savings. You have a substantial amount in your instant access savings account.  We could explore options to potentially earn a higher interest rate on that money, while still keeping it readily available.  Would you like to discuss different types of savings accounts first?
",,,
9,1736245049111,07/01/2025 10:17:29,1736245049111,0,07/01/2025 10:17:29,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, Penny! Let's look into different savings accounts. What options do you have that offer higher interest rates while still allowing easy access to my funds?",,,,
10,1736245054853,07/01/2025 10:17:34,1736245054853,0,07/01/2025 10:17:34,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"We have a few options that offer higher interest rates while still allowing easy access to your funds.  The Club Lloyds Advantage Saver, for example, is designed for Club Lloyds current account holders and offers potentially higher interest rates than our standard instant access accounts.  It also allows you to withdraw money whenever you need it.  Would you like to learn more about the Club Lloyds Advantage Saver?
",,,
11,1736245080361,07/01/2025 10:18:00,1736245080361,0,07/01/2025 10:18:00,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Yes, I'd love to learn more about the Club Lloyds Advantage Saver. What are the interest rates and any other benefits it offers?",,,,
12,1736245086320,07/01/2025 10:18:06,1736245086320,0,07/01/2025 10:18:06,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"The Club Lloyds Advantage Saver offers a variable interest rate.  The rate is 3.80% AER/3.74% gross if you make 3 or fewer withdrawals in the 12 months after opening.  If you make 4 or more withdrawals, it drops to 1.20% AER/1.19% gross. Interest is paid monthly. You can withdraw money whenever you need it, either online (to another Lloyds Bank account in your name) or in a branch. After 12 months, it changes to a Standard Saver.  Would you like me to share a link to learn more about the Club Lloyds Advantage Saver on the Lloyds Bank website?
",,,
13,1736245111548,07/01/2025 10:18:31,1736245111548,0,07/01/2025 10:18:31,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"That sounds like a solid option, Penny. Please share the link so I can read more about it. Thanks!",,,,
14,1736245119484,07/01/2025 10:18:39,1736245119484,0,07/01/2025 10:18:39,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Here is the link you requested:,,,
15,1736245142859,07/01/2025 10:19:02,1736245142859,0,07/01/2025 10:19:02,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I would like to do a digi-advice journey.,,,,
16,1736245144401,07/01/2025 10:19:04,1736245144401,0,07/01/2025 10:19:04,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Your easy access cash savings which I can see in your LBG accounts of £52000 is larger than the value I have picked up over the course of our conversation. Is £52000 all of your total easy access cash savings including savings in accounts outside of Lloyds Banking Group? Please reply with either yes or no.,,,
17,1736245174018,07/01/2025 10:19:34,1736245174018,0,07/01/2025 10:19:34,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,No.,,,,
18,1736245174484,07/01/2025 10:19:34,1736245174484,0,07/01/2025 10:19:34,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Can you please tell me your current total instant access cash savings? This includes the money you have in current accounts, instant access savings accounts and instant access saving ISAs. Please enter only one number",,,
19,1736245205208,07/01/2025 10:20:05,1736245205208,0,07/01/2025 10:20:05,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"£22,000.",,,,
20,1736245205707,07/01/2025 10:20:05,1736245205707,0,07/01/2025 10:20:05,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Can you please tell me your current total cash in fixed rate savings accounts? This includes the money you have in fixed rate savings accounts and fixed rate saving ISAs. Please enter only one number,,,
21,1736245236424,07/01/2025 10:20:36,1736245236424,0,07/01/2025 10:20:36,0,0,,,42306958,,12350800,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,£0.,,,,
