Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736191702367,06/01/2025 19:28:22,1736191702367,0,06/01/2025 19:28:22,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736191706105,06/01/2025 19:28:26,1736191706105,0,06/01/2025 19:28:26,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736191706189,06/01/2025 19:28:26,1736191706189,0,06/01/2025 19:28:26,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-c4959cb1-73af-4e30-b9c1-a5c60dd28c3e,,
4,1736191706226,06/01/2025 19:28:26,1736191706226,0,06/01/2025 19:28:26,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-38d21136-b57d-495c-b3be-a4eaf5614e74,,
5,1736191706329,06/01/2025 19:28:26,1736191706329,0,06/01/2025 19:28:26,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,7,,,,
6,1736191708939,06/01/2025 19:28:28,1736191708939,0,06/01/2025 19:28:28,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Sammy, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We've noticed you have a significant amount of cash in your account, and I wanted to reach out to see if you'd be open to exploring some options to help your money grow.  It's great you've saved so diligently!  We can explore things like ISAs, different investment options, and savings accounts – whatever might suit your needs best. Would you like to learn a little more about how these could work for you?
",,,
7,1736191737457,06/01/2025 19:28:57,1736191737457,0,06/01/2025 19:28:57,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Hi Penny, thanks for reaching out! I'd love to hear more about the options you mentioned. Could you tell me a bit more about ISAs and the different investment options available? I'm interested in finding the best way to make my money work for me.",,,,
8,1736191739429,06/01/2025 19:28:59,1736191739429,0,06/01/2025 19:28:59,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"ISAs offer tax advantages on your savings and investments.  There are different types, like Cash ISAs (for straightforward savings) and Stocks and Shares ISAs (for investing in the stock market).  Investment options can range from lower-risk savings accounts to higher-risk investments like stocks and shares.  Understanding your risk tolerance is key.  Given your existing £2000 Stocks and Shares ISA, perhaps we could explore other investment options in more detail?  Would you like to learn more about the different types of ISAs?
",,,
9,1736191771711,06/01/2025 19:29:31,1736191771711,0,06/01/2025 19:29:31,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,That sounds interesting! I'd love to learn more about the different types of ISAs. What are the main differences between Cash ISAs and Stocks and Shares ISAs? And are there any other types of ISAs I should consider?,,,,
10,1736191777145,06/01/2025 19:29:37,1736191777145,0,06/01/2025 19:29:37,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Cash ISAs are savings accounts that offer tax-free interest. Stocks and Shares ISAs allow you to invest in stocks, shares, and funds tax-free.  You can have both a Cash ISA and a Stocks and Shares ISA at the same time.  You can also consider a Lifetime ISA, which allows you to save for your first home or retirement. You can only invest in one of each type of ISA in a tax year.  Would you like me to share a link to learn more about ISAs on the Lloyds Bank website?
",,,
11,1736191802895,06/01/2025 19:30:02,1736191802895,0,06/01/2025 19:30:02,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Sure, that would be great! I'd appreciate the link to learn more about ISAs on the Lloyds Bank website. Thanks!",,,,
12,1736191808178,06/01/2025 19:30:08,1736191808178,0,06/01/2025 19:30:08,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Certainly!  Since you're interested in ISAs, and you already have a Stocks and Shares ISA, perhaps we could explore Cash ISAs and Lifetime ISAs in more detail?  Cash ISAs offer a safe place to grow your savings with tax-free interest, while Lifetime ISAs are designed for long-term savings, specifically for your first home or retirement.  Would you like to learn more about the features of Cash ISAs?
",,,
13,1736191834083,06/01/2025 19:30:34,1736191834083,0,06/01/2025 19:30:34,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Absolutely, I'd love to learn more about the features of Cash ISAs. What are the key benefits and how do they compare to other savings options?",,,,
14,1736191840325,06/01/2025 19:30:40,1736191840325,0,06/01/2025 19:30:40,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Cash ISAs offer tax-free interest on your savings. They are a safe way to grow your money, as they are protected by the Financial Services Compensation Scheme (FSCS). You can withdraw money from a Cash ISA, but this may incur charges or fees depending on the account type.  Cash ISAs are a good option for those who want a safe and predictable return on their savings.  They are also a good option for those who want easy access to their money.  Cash ISAs are a good alternative to other savings options, such as instant access savings and fixed rate savings. Would you like me to share a link to learn more about Cash ISAs on the Lloyds Bank website?
",,,
15,1736191865270,06/01/2025 19:31:05,1736191865270,0,06/01/2025 19:31:05,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"Yes, please! I'd appreciate the link to learn more about Cash ISAs on the Lloyds Bank website. Thanks!",,,,
16,1736191872140,06/01/2025 19:31:12,1736191872140,0,06/01/2025 19:31:12,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,Here is the link you requested:,,,
17,1736191896583,06/01/2025 19:31:36,1736191896583,0,06/01/2025 19:31:36,0,0,,,42299776,,12348760,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I would like to do a digi-advice journey.,,,,
