Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736197898575,06/01/2025 21:11:38,1736197898575,0,06/01/2025 21:11:38,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736197902293,06/01/2025 21:11:42,1736197902293,0,06/01/2025 21:11:42,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736197902368,06/01/2025 21:11:42,1736197902368,0,06/01/2025 21:11:42,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-4a4d3dd6-d80b-44b3-8bb1-ec586159db59,,
4,1736197902389,06/01/2025 21:11:42,1736197902389,0,06/01/2025 21:11:42,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-216b38e3-26ec-49fb-97a7-971c3f1fc809,,
5,1736197902501,06/01/2025 21:11:42,1736197902501,0,06/01/2025 21:11:42,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,7,,,,
6,1736197904601,06/01/2025 21:11:44,1736197904601,0,06/01/2025 21:11:44,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Sammy, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.  It's great you've saved so diligently!  Would you be interested in learning a little more about products like ISAs, investments, and savings accounts that could help your money work a bit harder for you?
",,,
7,1736197933679,06/01/2025 21:12:13,1736197933679,0,06/01/2025 21:12:13,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,"That sounds interesting, Penny! I'd love to hear more about how I can make my money work harder for me. What options do you suggest?",,,,
8,1736197935450,06/01/2025 21:12:15,1736197935450,0,06/01/2025 21:12:15,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's fantastic, Sammy!  It sounds like you're keen to make your money work harder. Let's explore some options.  We've already touched upon ISAs, investments, and savings accounts.  Perhaps we could start by looking at savings accounts?  They offer different ways to save, depending on how accessible you need your money to be.  There are instant access accounts, where you can withdraw money whenever you need it, and fixed-term accounts, where your money is locked away for a set period, usually earning a higher interest rate.  Do you have a preference for how accessible your savings need to be?
",,,
9,1736197967894,06/01/2025 21:12:47,1736197967894,0,06/01/2025 21:12:47,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,I think I'd prefer to keep my savings accessible for now. What are the best options for instant access accounts?,,,,
10,1736197973702,06/01/2025 21:12:53,1736197973702,0,06/01/2025 21:12:53,0,0,,,42301354,,12349183,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,1014x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"That's great, Sammy!  Lloyds Bank offers a range of instant access savings accounts, meaning you can withdraw your money whenever you need it.  Interest rates are variable, meaning they can change.  It's worth comparing different accounts to find the best rate for you.  Deposits up to £85,000 are protected by the Financial Services Compensation Scheme (FSCS).  Would you like me to share a link to learn more about instant access savings accounts on the Lloyds Bank website?
",,,
