Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,user_message,bot_message,user_session,Spreadsheet: display,Manipulation: Spreadsheet
1,1736246796599,07/01/2025 10:46:36,1736246796599,0,07/01/2025 10:46:36,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,
2,1736246800426,07/01/2025 10:46:40,1736246800426,0,07/01/2025 10:46:40,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
3,1736246800507,07/01/2025 10:46:40,1736246800507,0,07/01/2025 10:46:40,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-eca0f71c-e9ff-49fd-b5ae-eb83f1f35a75,,
4,1736246800534,07/01/2025 10:46:40,1736246800534,0,07/01/2025 10:46:40,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-7168f594-f518-4ad4-a2cd-9dbd4f1fdf57,,
5,1736246800635,07/01/2025 10:46:40,1736246800635,0,07/01/2025 10:46:40,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,7,,,,
6,1736246803278,07/01/2025 10:46:43,1736246803278,0,07/01/2025 10:46:43,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,"Hi Sammy, my name is Penny, and I'm your AI financial companion from Lloyds Bank.  We've noticed you have a significant amount of cash in your account, and I wanted to reach out and see if you'd be open to exploring some options to help your money grow.  It's great that you've saved so diligently!  

I can introduce you to some Lloyds products like ISAs, different investment options, and savings accounts that might be a good fit for you, depending on your goals.  Would you like to hear a little more about them?  There's no pressure at all, but it might be helpful to understand how your money could work a little harder for you.
",,,
7,1736246869531,07/01/2025 10:47:49,1736246869531,0,07/01/2025 10:47:49,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
8,1736246870060,07/01/2025 10:47:50,1736246870060,0,07/01/2025 10:47:50,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
9,1736246871635,07/01/2025 10:47:51,1736246871635,0,07/01/2025 10:47:51,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,,,
10,1736246871684,07/01/2025 10:47:51,1736246871684,0,07/01/2025 10:47:51,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-7168f594-f518-4ad4-a2cd-9dbd4f1fdf57,,
11,1736246871684,07/01/2025 10:47:51,1736246871684,0,07/01/2025 10:47:51,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-7168f594-f518-4ad4-a2cd-9dbd4f1fdf57,,
12,1736246871702,07/01/2025 10:47:51,1736246871702,0,07/01/2025 10:47:51,0,0,,,42307448,,12350993,,live,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,2048x1112,974x980,,,0,React App Lucy testing Sammy,3,Spreadsheet1,Spreadsheet1,,,,,,,,,,,,,,0,,,,,,,,,,,dfMessenger-86e3d4d5-d09c-406e-b919-ace6331d1948,,
